"","x"
"2792","BABY STEPS EARLY INTERVENTION SERVICES, INC"
"2793","BABY'S BLOOM REHAB 1 PT. PC."
"2794","BABYBOOMFAMILY, INC"
"2795","BABYMEDEVAC, INC."
"2796","BACHMAN SUPPORT SERVICES, LLC"
"2797","BACK 2 SHAPE PHYSICAL THERAPY, PLLC"
"2798","BACK AND BODY MEDICAL CARE, P.C."
"2799","BACK IN THE GAME THERAPY, P.C."
"2800","BACK IN THE GAME WELLNESS PHYSICAL THERAPY, PLLC"
"2801","BACK ON YOUR FEET PT, PLLC"
"2802","BACK TO BACK WELLNESS"
"2803","BACK TO FORM PHYSICAL THERAPY, PC"
"2804","BACK TO FUNCTION PHYSICAL THERAPY, P.C"
"2805","BACK TO HEALTH CHIROPRACTIC - MIDTOWN WEST PC"
"2806","BACK TO HEALTH CHIROPRACTIC & WELLNESS CARE, PC"
"2807","BACK TO HEALTH CHIROPRACTIC, P.C"
"2808","BACK TO HEALTH MEDICAL PC"
"2809","BACK TO HEALTH PHYSICAL OCCUPATIONAL AND MASSAGE THERAPY PLLC"
"2810","BACK TO HEALTH PHYSICAL THERAPY ASSOCIATES P.C."
"2811","BACK TO NORMAL CHIROPRACTIC, PC"
"2812","BACK TO SPORTS PHYSICAL THERAPY, P.C."
"2813","BADIA AND COMPANY INC"
"2814","BAEJEE OPTICS LTD"
"2815","BAGILL'S LLC"
"2816","BAI HUI ACUPUNCTURE"
"2817","BAIELY HOUSE"
"2818","BAILA RAPAPORT"
"2819","BAILEY HOUSE INC"
"2820","BAINBRIDGE ADULT DAY CARE CENTER I, LLC"
"2821","BAINBRIDGE ADULT DAY CARE CENTER II, LLC"
"2822","BAINBRIDGE FAMILY MEDICAL CARE PC"
"2823","BAINBRIDGE NURSING & REHABILITATION ADC"
"2824","BAINBRIDGE NURSING AND REHABILITATION CENTER"
"2825","BAINBRIDGE OPTICAL CORP"
"2826","BAJAJ CHIROPRACTIC, PC"
"2827","BAKER BREAST PROSTHESIS & SURGICAL STOCKINGS CORP."
"2828","BAKER HOMECARE SERVICES INC."
"2829","BAKHTIAR A SHAH MD PC"
"2830","BAKHTIAR SHAH MD PC"
"2831","BAKIR ALTAI MD"
"2832","BAKIRI INC"
"2833","BALAJI II PHARMACY INC"
"2834","BALAJI PHARMACY INC"
"2835","BALAJI TARGEE PHARMACY INC"
"2836","BALANCE BOOSTER PHYSICAL THERAPY PC"
"2837","BALANCE CHIROPRACTIC & REHABILITATION, P.C."
"2838","BALANCE DIAGNOSTICS MEDICAL PC"
"2839","BALANCE DIETETICS-NUTRITION & PSYCHOLOGICAL EATING DISORDER PLLC"
"2840","BALANCE IN MOTION PHYSICAL THERAPY P.C."
"2841","BALANCE MEDICAL PROFESSIONAL PRIMARY SERVICES PLLC"
"2842","BALANCE MEDICAL, LLC"
"2843","BALANCE PRO PHYSICAL THERAPY"
"2844","BALANCED HEALTH MEDICAL, PC"
"2845","BALANCETEST, INC"
"2846","BALANCETEST,INC"
"2847","BALBOA PT"
"2848","BALISH&FRIEDMAN"
"2849","BALM OF GILEAD CERTIFIED AGENCY"
"2850","BALM OF GILEAD CERTIFIED HOME CARE AGENCY INC"
"2851","BALM OF GILEAD HOMECARE AGENCY"
"2852","BALTIC STREET AEH INC"
"2853","BALTIC STREET CLINIC"
"2854","BANDSTAND CORPORATION"
"2855","BANG AWARENESS ALCOHOL PREVENTION"
"2856","BANGLA PHARMACY INC"
"2857","BANK STREET COLLEGE OF EDUCATION"
"2858","BANNISTER OPERATIONS ASSOC LLC"
"2859","BAOEN JIANG MEDICINE P.C."
"2860","BARAKA INC"
"2861","BARAKAT PT PC"
"2862","BARBARA BLACK KOLTUV PH.D. PSYCHOLOGIST PC"
"2863","BARBARA BOYEA"
"2864","BARBARA JANDELLI CSW"
"2865","BARBARA L. SCHULTZ, M.D., PLLC"
"2866","BARBARA ROTH& ASSOCIATES"
"2867","BARBARA T. DANE"
"2868","BARCLAYS MEDICAL PC"
"2869","BARD CARDIOLOGY ASSOCIATES, PC"
"2870","BARKAN MEDICAL SERVICE, PC"
"2871","BARMED DRUGS INC"
"2872","BARNES AVENUE MEDICAL ASSOCIATES, LLP"
"2873","BARON HOSPITAL MEDICAL SUPPLY"
"2874","BARON S LONNER MD PC"
"2875","BAROUKH AND ROBERT E. KODSI, M.D., P.C."
"2876","BARRETT PODIATRY, P.C."
"2877","BARRETTO PHARMACY INC"
"2878","BARRIER FREE LIVING HOLDING INC"
"2879","BARRY COHEN MD PC"
"2880","BARRY GORDON, M.D.,P.C."
"2881","BARRY GREENFIELD DDS PC"
"2882","BARRY I. FINKELSTEIN DPM PLLC"
"2883","BARRY J. KLYDE MD. PC"
"2884","BARRY KENT MD PC"
"2885","BARRY L. FEINBERG MD PC"
"2886","BARRY M. KOTEL, LCSW, PC"
"2887","BARRY M. SCHWARTZ, MD PC"
"2888","BARRY NOSKOW DDS, PC"
"2889","BARRY POMERANTZ MD PLLC"
"2890","BARRY REISBERG, MD, PC"
"2891","BARRY SPORER DMD PC"
"2892","BARRY W. JAFFIN, MD PC"
"2893","BARRY W. RUBIN MD P.C."
"2894","BARTLEY R. LABINER,DDS"
"2895","BARTON NISONSON, M.D. PC"
"2896","BARTOW AVENUE BRONX EYE CARE INC"
"2897","BARTOW CHIROPRACTIC P.C."
"2898","BASE PHYSICAL THERAPY, PLLC"
"2899","BASICS/PROMESA SYSTEMS INC.,"
"2900","BASIN RX PHARMACY INC"
"2901","BASMALA MEDICAL P.C."
"2902","BASSAM ALDAIA MD LLP"
"2903","BATEN INTEGRATIVE THERAPIES"
"2904","BATH BEACH MEDICAL PC"
"2905","BATH BEACH MEDICAL, PC"
"2906","BATH MEDICAL, P.C."
"2907","BATSHAW LCSW PLLC"
"2908","BATTERY PARK DIAGNOSTICS, INC."
"2909","BATTERY PARK PEDIATRICS, PC"
"2910","BATTERY PARK PHARMACY INC"
"2911","BAW CONSULTING INC"
"2912","BAY 29 MEDICAL PC"
"2913","BAY AREA INFECTIOUS DISEASE"
"2914","BAY DENTAL AT THE POINTE, P.C."
"2915","BAY DENTAL PC"
"2916","BAY EXPRESS CORP"
"2917","BAY L'S MEDICAL SUPPLY"
"2918","BAY MEDICAL & DIAGNOSTIC SERVICES, P.C."
"2919","BAY MEDICAL ASSOCIATE PC"
"2920","BAY MEDICAL CARE P.C."
"2921","BAY MEDICAL CARE SERVICES PLLC"
"2922","BAY MEDICAL PC"
"2923","BAY OB GYN, P.C."
"2924","BAY PARK CENTER FOR NURSING AND REHABILITATION, LLC"
"2925","BAY PARK MEDICAL, PC"
"2926","BAY PARK PHARMACY CORP."
"2927","BAY PARKWAY ADULT DAY CARE, INC."
"2928","BAY PARKWAY ALL TYPES OF DENTISTRY PC"
"2929","BAY PARKWAY MEDICAL PC"
"2930","BAY PARKWAY PHARMACY LLC"
"2931","BAY PARKWAY PHYSICIANS, PC"
"2932","BAY PARKWAY PODIATRY GROUP PC"
"2933","BAY PHARMACY, INC."
"2934","BAY PHYSICAL THERAPY, PC"
"2935","BAY PHYSMED, P.C."
"2936","BAY PLAZA CHIROPRACTIC PC"
"2937","BAY PLAZA EYECARE, LLC"
"2938","BAY PLAZA FOOT CARE,.P.C."
"2939","BAY PODIATRY ASSOCIATES,PLLC"
"2940","BAY RADIATION ONCOLOGY,P.L.L.C"
"2941","BAY RIDGE ASSISTING SURGEON PC"
"2942","BAY RIDGE CENTER, INC"
"2943","BAY RIDGE CHIROPRACTIC HEALTHCARE PC"
"2944","BAY RIDGE CREATIONS, INC"
"2945","BAY RIDGE ENDOSCOPY PLLC"
"2946","BAY RIDGE ENDOSCOPY SERVICES PLLC"
"2947","BAY RIDGE EYE & RETINA SPECIALIST"
"2948","BAY RIDGE FAMILY MEDICAL DOCTOR P.C"
"2949","BAY RIDGE FOURTH AVENUE MEDICAL ASSOCIATES, P. C."
"2950","BAY RIDGE GASTROENTEROLOGY, PLLC"
"2951","BAY RIDGE HEARTS CARDIOVASCULAR CARE, PC"
"2952","BAY RIDGE LCSW PLLC"
"2953","BAY RIDGE MEDICAL CARE, LLC"
"2954","BAY RIDGE MEDICAL CONSULTANTS PC"
"2955","BAY RIDGE MEDICAL IMAGING, P.C"
"2956","BAY RIDGE MEDICAL LLC"
"2957","BAY RIDGE MEDICAL SERVICES"
"2958","BAY RIDGE MENTAL HEALTH SERVICES PLLC"
"2959","BAY RIDGE OPHTHALMOLOGY PLLC"
"2960","BAY RIDGE ORTHOPEDIC ASSOCIATES, PC"
"2961","BAY RIDGE PEDIATRICS AND ADOLESCENTS OFFICE PC"
"2962","BAY RIDGE PEOPLE'S PHARMACY, INC"
"2963","BAY RIDGE PHYSICIANS DIAGNOSTIC SERVICES"
"2964","BAY RIDGE PRIMARY CARE"
"2965","BAY RIDGE SERVICES INC"
"2966","BAY RIDGE SKIN AND CANCER DERMATOLOGY, PC"
"2967","BAY RIDGE SLEEP EXPERTS LAB, INC"
"2968","BAY RIDGE SPECIALTY PHARMACY, LLC"
"2969","BAY RIDGE SUNSET PARK DIALYSIS CENTER"
"2970","BAY RIDGE UROLOGY ASSOCIATES"
"2971","BAY RIDGE VISION CENTER LLC"
"2972","BAY RIDGE VISION EXPRESS, LLC"
"2973","BAY WELLNESS PROGRAM PT, PLLC"
"2974","BAY-CARE PHARMACY LLC"
"2975","BAYARD LC PHARMACY CORP"
"2976","BAYFIT PHYSICAL THERAPY, PC"
"2977","BAYLOR SNF LLC"
"2978","BAYOMY A MOUSTAFA PT PC"
"2979","BAYPARK ADC"
"2980","BAYRIDGE CHIROPRACTIC, P.C."
"2981","BAYRIDGE CREATIONS, INC."
"2982","BAYRIDGE MEDICAL CONSULTANTS"
"2983","BAYRIDGE MEDICAL IMAGING, P.C."
"2984","BAYRIDGE SUNSET PARK DIALYSIS CENTER INC"
"2985","BAYSHORE PHARMACY LLC"
"2986","BAYSIDE MEDICAL OFFICE PC"
"2987","BAYSIDE PAIN MANAGEMENT"
"2988","BAYVIEW NEUROLOGY PC"
"2989","BAYVIEW OPTICAL"
"2990","BAZAN OPTOMETRIC SERVICES LLC"
"2991","BB MEDICAL AND DERMATOLOGY INC"
"2992","BB MEDICAL SUPPLY INC"
"2993","BB MYRTLE PHARMACY CORP"
"2994","BBC ACUPUNCTURE NYC PLLC"
"2995","BBRX PHARMACY INC"
"2996","BBRX PLUS INC"
"2997","BBRX2LLC"
"2998","BBRX3LLC"
"2999","BBW MANAGEMENT GROUP, LLC"
"3000","BD MANUAL REHAB PT PC"
"3001","BD O & P INC."
"3002","BD O&P"
"3003","BD PHARMACY INC."
"3004","BDBN MEDICAL PC"
"3005","BDF PEDIATRIC GROUP LLP"
"3006","BE FIT PHYSICAL THERAPY, PLLC"
"3007","BE HEALTHY MEDICAL PC"
"3008","BE WELL MEDICAL ALERT INC"
"3009","BE WELL MEDICAL SUPPLY INC"
"3010","BE WELL PHARMACY CORP."
"3011","BE WELL PRIMARY HEALTH CARE CENTER, LLC"
"3012","BEACON ACUPUNCTURE WELLNESS PLLC"
"3013","BEACON CHRISTIAN COMMUNITY HEALTH CENTER"
"3014","BEACON CHRISTIAN COMMUNITY HEALTH CENTER INC"
"3015","BEACON CHRISTIAN COMMUNITY HEALTH CENTER, INC."
"3016","BEACON OF HOPE HOUSE"
"3017","BEACON THERAPY GROUP"
"3018","BEAM A SMILE DENTAL PLLC"
"3019","BEANTOWN EARLY INTERVENTION SERVICES OF NY"
"3020","BEATA LEWIS MD"
"3021","BEATRICE HYACINTHE"
"3022","BEAUTE DES ARTS"
"3023","BEAUTIFUL EYES OPTICAL CORP"
"3024","BEAUTIFUL LIFE ADULT SOCIAL DAY CARE"
"3025","BEAUTIFUL LIFE II ADULT SOCIAL DAY CARE LLC"
"3026","BEAUTIFUL LIFE REHAB PHYSICAL THERAPY, P.C."
"3027","BEAUTIFUL MIND MEDICAL, PC"
"3028","BEAUTIFUL SMILES DENTAL ASSOCIATES PC"
"3029","BEBSY ESTEFAN MD PC"
"3030","BECON THERAPY SERVICES"
"3031","BED - STY PHARMACY INC"
"3032","BED BUG 911"
"3033","BED STAR DRIVER ASSOCIATES"
"3034","BED-STUY DENTAL P.C."
"3035","BEDFORD HAITIAN COMMUNITY CENTER"
"3036","BEDFORD MEDICAL FAMILY HEALTH CENTER"
"3037","BEDFORD MEDICAL P.C."
"3038","BEDFORD MEDICAL SUPPLY INC"
"3039","BEDFORD PHARMACY LLC"
"3040","BEDFORD STUYVESANT FAMILY HEALTH CENTER"
"3041","BEDFORD STUYVESANT FAMILY HEALTH CENTER, INC."
"3042","BEE BEE CAR SERVICE INC"
"3043","BEE HIVE EDUCATIONAL SERVICES"
"3044","BEE TSE OPTICIAN INC"
"3045","BEE-HEALTHY PEDIATRICS PLLC"
"3046","BEEKMAN MEDICAL SPECIALTY ASSOCIATES, P.C."
"3047","BEEKMAN OFFICE BASED SURGERY PC"
"3048","BEEKMAN PHARMACY"
"3049","BEEKMAN PLACE DENTAL"
"3050","BEEKMAN RADIOLOGY PLLC"
"3051","BEEKMAN SURGICAL PLLC ASSOC"
"3052","BEEPER MEDICAL GROUP NEW JERSEY PC"
"3053","BEEPER MEDICAL GROUP PC"
"3054","BEER FRIEDRICH MD PC"
"3055","BEGDAN INTEGRATED COUNSELING LCSW PC"
"3056","BEHAVIOR ANALYST PROFESSIONAL SERVICES PLLC"
"3057","BEHAVIOR SUPPORTS ASSOCIATES LLC"
"3058","BEHAVIORAL HEALTH CONSULTING SERVICES LMSW, PLLC"
"3059","BEHAVIORAL HEALTH INTEGRATIVE SERVICES P.C."
"3060","BEHAVIORAL HEALTH PSYCHOLOGY SERVICES, PC"
"3061","BEHAVIORAL HEALTH SERVICES PA"
"3062","BEHAVIORAL MEDICAL"
"3063","BEHAVIORAL MEDICAL RESEARCH OF STATEN ISLAND, P.C."
"3064","BEHAVIORAL SERVICES"
"3065","BEHRENS PHARMACY INC"
"3066","BEKIROV, STONE & FLEISCHMANN, MD PC"
"3067","BELENKIY DENTAL P.C."
"3068","BELFORT PARTNERS LLC"
"3069","BELJOUR MASSAGE LLC"
"3070","BELKIN MEDICAL P.C."
"3071","BELL DRUGS, INC."
"3072","BELLA MOM, LLC"
"3073","BELLA PHARMACY LTD"
"3074","BELLA VISTA OPTICS"
"3075","BELLADONNA MEDICAL PC"
"3076","BELLAND MEDICAL CARE PC"
"3077","BELLEPLAINE PHARMACY, INC."
"3078","BELLEVUE HOPITAL"
"3079","BELLEVUE HOSPITAL CENTER HHC"
"3080","BELMONT MEDICAL & SURGICAL SUPPLY, INC."
"3081","BEN I PREMINGER, PC"
"3082","BEN M TAYLOR DO PLLC"
"3083","BEN SINAI MEDICAL PC"
"3084","BEN'S PHARMACY LLC"
"3085","BENCHMARK PROVIDERS"
"3086","BENDINER & SCHLESINGER INC"
"3087","BENDINER & SCHLESINGER INC."
"3088","BENJAMIN ARTHUR O.D. M.S., PC"
"3089","BENJAMIN C LIFSHITZ, MD, PC"
"3090","BENJAMIN METZGER MD"
"3091","BENJAMIN SHIRLEY , DDS, PC"
"3092","BENJAMIN WU, M.D. P.C."
"3093","BENJAMIN ZAREMSKI M.D. P.C."
"3094","BENJEVO MGT INC"
"3095","BENNY K.C. NG, M.D., P.C."
"3096","BENSON A BABU PHYSICIAN MBA PC"
"3097","BENSON DENTAL SERVICES PC"
"3098","BENSON INTEGRATIVE ACUPUNCTURE CARE PC"
"3099","BENSON MEDICAL CARE PC"
"3100","BENSON MEDICAL IMAGING PLLC"
"3101","BENSONHURST DENTAL CARE"
"3102","BENSONHURST MEGA MEDICAL CARE PC"
"3103","BENSONHURST PHYSICAL THERAPY PC"
"3104","BENSONHURST RIDE INC."
"3105","BENSONHURST TRANSPORTATION LLC"
"3106","BENTLEY L. PATTERSON, M.D. PLLC"
"3107","BENTLEY MEDICAL SERVICES PLLC"
"3108","BENU PASCARIU MD PC"
"3109","BERAKA MD PLASTIC SURGERY PLLC"
"3110","BERANBAUM, KHILNANI, NEISTADT, JACOBS, HERTZ AND SHERMAN, M.D., P.C."
"3111","BERG AND MIELE DPM, P.C."
"3112","BERGEN DENTAL CENTER LLP"
"3113","BERGER LCSW ENTERPRISES, P.C."
"3114","BERGER MEDICAL AESTHETICS PC"
"3115","BERKELEY DRUGS INC."
"3116","BERNARD ROSENSTEIN DPM PC"
"3117","BERNARD SCHAYES, M.D., P.C."
"3118","BERNEY GOODMAN, M.D., P.C."
"3119","BERNSTEIN MEDICAL, PC"
"3120","BESAEL CORPORATION"
"3121","BESPOKE SURGICAL, PC"
"3122","BEST CARE EVER I INC"
"3123","BEST CARE EVER MED GROUP, PC"
"3124","BEST CARE PEDIATRICS, PC"
"3125","BEST CARE PHARMACY CORP"
"3126","BEST CHOICE HOME HEALTH CARE, INC."
"3127","BEST DEAL PRIVATE CAR SERVICE"
"3128","BEST DIRECT CARE, INC."
"3129","BEST EQUIPMENT MEDICAL SUPPLY"
"3130","BEST EQUIPMENT MEDICAL SUPPLY, INC"
"3131","BEST GASTRO P.C."
"3132","BEST HANDS-ON PHYSICAL THERAPY PC"
"3133","BEST HEALTH SURGICAL INC"
"3134","BEST HELP HOME CARE CORP"
"3135","BEST HOME CARE MEDICAL & SURGICAL SUPPLIES INC"
"3136","BEST MEDICAL P.C."
"3137","BEST MEDICAL PC"
"3138","BEST MEDICAL SERVICES P.C."
"3139","BEST OF HEALTH MEDICAL PRACTICE, M.D., P.C."
"3140","BEST OF THE BEST PT PC"
"3141","BEST OPTICAL"
"3142","BEST PHARMACY INC"
"3143","BEST PHYSICAL THERAPY P.C."
"3144","BEST PROFESSIONAL HOME CARE AGENCY"
"3145","BEST QUALITY CARE LLC"
"3146","BEST QUALITY MEDICAL PC"
"3147","BEST QUALITY MEDICAL SUPPLIES, INC"
"3148","BEST REHAB CARE"
"3149","BEST REHAB CARE PT PC"
"3150","BEST RX PHARMACY, INC."
"3151","BEST STOP PHARMACY"
"3152","BEST WOMEN'S MEDICAL CARE, P.C."
"3153","BESTBABY INC"
"3154","BESTCARE PHYSICAL THERAPY & CHIROPRACTIC,PLLC"
"3155","BESURE HOME HEALTH SERVICES"
"3156","BESURE MEDICAL STAFFING INC."
"3157","BETH AVIVA PREMINGER, MD PLLC"
"3158","BETH E SHUBIN STEIN MD PC"
"3159","BETH EMETH HOME ATTENDANT SERVICE, INC."
"3160","BETH ISAEL MEDICAL CENTER"
"3161","BETH ISRAEL AMBULATORY CARE SERVICES CORP"
"3162","BETH ISRAEL MEDICAL"
"3163","BETH ISRAEL MEDICAL CENTER - PROFESSIONAL SERVICES"
"3164","BETH ISRAEL MEDICAL CENTER FACULTY PRACTICE"
"3165","BETH ISRAEL MEDICAL CENTER PSYCHIATRY & BEHAVIORAL SCIENCE"
"3166","BETH ISREAL MEDICAL CENTER"
"3167","BETH ISREAL MEDICAL CENTER NY"
"3168","BETH IZREAL MEDICAL CENTER"
"3169","BETH KELLY AUTISM & ASSOCIATES"
"3170","BETHABRAHAM HOSPITAL"
"3171","BETHANAPALLI BOSE"
"3172","BETHANY MEDICAL CLINIC OF NEW YORK, PLLC"
"3173","BETHEL MEDICAL PRACTICE P.C"
"3174","BETHFRANKPT LLC"
"3175","BETTER BODY SOLUTIONS"
"3176","BETTER CARE CHIROPRACTIC PLLC"
"3177","BETTER CHOICE HOME CARE, INC."
"3178","BETTER COMMUNICATION CORP"
"3179","BETTER DAYS COUNSELING"
"3180","BETTER FAMILIES INC"
"3181","BETTER HEALTH MEDICAL PC"
"3182","BETTER HEALTH SUPPLY INC"
"3183","BETTER HELPERS, INC"
"3184","BETTER HORIZON MENTAL HEALTH COUNSELING, PLLC"
"3185","BETTER LIFE ADULT SOCIAL DAY CARE INC"
"3186","BETTER LIFE MEDICAL SUPPLIES INC"
"3187","BETTER LIFE MEDICAL SUPPLIES TWO, INC."
"3188","BETTER MEDICAL HEALTH PC"
"3189","BETTER PT, INC."
"3190","BETTER YOURSELF PHYSICAL THERAPY P.C."
"3191","BETTER YOURSELF REHABILITATION PHYSICAL AND OCCUPATIONAL THERAPY, PLLC"
"3192","BETTY REYNOLDS MANNING"
"3193","BEVERLEY GRIFFITH-FENTON"
"3194","BEVERLY REHABILITATION MEDICAL PC"
"3195","BEVERLY ROAD PODIATRY P.C."
"3196","BEVERLY SUAREZ LLC"
"3197","BEVERLY W. HURD MD PC"
"3198","BEYOND ACHIEVEMENT"
"3199","BEYOND BASICS PHYSICAL THERAPY"
"3200","BG MEDICAL AND DIAGNOSTIC PC"
"3201","BGH RX INC"
"3202","BGS SPEECH LANGUAGE PATHOLOGIST, P.C,"
"3203","BGW CONSULTING SERVICES INC"
"3204","BHADRA SHAH MD PC"
"3205","BHARAT SANGHAVI, MD"
"3206","BHARAT VOHRA, DDS,P.C"
"3207","BHOLE PHARMACY INC"
"3208","BHRAGS HOME CARE CORP."
"3209","BHRAGS HOME CARE, CORP"
"3210","BHRAGS HOUSEKEEPING INC."
"3211","BI HOON CHE PHYSICIAN P.C."
"3212","BI PEDS NEURO & EPILEPSY ASSOC"
"3213","BIALYSTOKER CENTER FOR NURSING & REHABILITATION"
"3214","BIANA GERSHKOVICH SLP PC"
"3215","BIG APPLE CHEMISTS CORP."
"3216","BIG APPLE DENTAL PC"
"3217","BIG APPLE DRUGS"
"3218","BIG APPLE DRUGS INC"
"3219","BIG APPLE EDUCATORS AND CONSULTANTS"
"3220","BIG APPLE FOOT AND ANKLE CARE PODIATRIC CARE P.C"
"3221","BIG APPLE MEDICAL WALK-IN URGENT CARE, PLLC"
"3222","BIG APPLE MOBILITY CORP."
"3223","BIG APPLE ORTHO MED SUPPLY INC"
"3224","BIG APPLE PROCARE SLP, PC"
"3225","BIG CITY PHYSICAL THERAPY, PLLC"
"3226","BIG EAST MULTI GROUP CORP"
"3227","BIG EAST MULTI GROUP CORP."
"3228","BIG FAMILY SOCIAL ADULT DAY CARE CENTER INC."
"3229","BIG HAPPY ACUPUNCTURE PLLC"
"3230","BIG HEART"
"3231","BIG N LITTLE CORP"
"3232","BIJAN SETAREH MD"
"3233","BIK ORTHOPEDICS, PC"
"3234","BILIARY AND PANCREATIC SURGERY OF NEW YORK"
"3235","BILINGUAL CONSULTING"
"3236","BILINGUAL INC."
"3237","BILINGUAL INC. CHILD & PARENT SERVICES"
"3238","BILINGUAL SPEECH THERAPY,P.C"
"3239","BILINGUAL TALK SLP"
"3240","BILINGUAL YOUTH THERAPEUTIC SERVICES"
"3241","BILINGUALS IIC"
"3242","BILINGUALS INC CHILD AND PARENT SERVICES"
"3243","BILLYLIMDPC"
"3244","BIMC CANCER CENTER SURGERY AT BI"
"3245","BIMC DEPT OF NEPHROLOGY"
"3246","BIMC FACULTY PRACTICE - GERALD J FRIEDMAN DIABETES INST."
"3247","BIMC FPP- FAMILY CENTER FOR BIPOLAR DISORDER"
"3248","BIMC MIDWIFERY ASSOCIATES"
"3249","BIMC NEUROBEHAVIORAL & ALZHEIMER DISEASE ASSOC."
"3250","BIMC NEUROBEHAVIORAL & ALZHEIMER DISEASE ASSOCIATES"
"3251","BIMC OB-GYN ASSOCIATES"
"3252","BIMC OPHTHALMOLOGY DEPT"
"3253","BIN PHARMACY INC."
"3254","BINDER & CONNELL, DDS, LLC"
"3255","BINET, INC."
"3256","BINGJING ROBERTS,MD,PLLC"
"3257","BINYOMIN NEMON, D.O., PLLC"
"3258","BIO CARE PHARMACY INC"
"3259","BIO DRUG INC"
"3260","BIO FIT ORTHOTICS"
"3261","BIO FIT ORTHOTICS INC"
"3262","BIODIAGNOSTIC LABS, INC"
"3263","BIOMED DRUGS AND SURGICAL SUPPLY CO INC"
"3264","BIONICS INC"
"3265","BIOSEEK LLC"
"3266","BIP PHARMACY. LLC"
"3267","BIRAJ PHARMACY CORP"
"3268","BIRCH & BIRCH DPM"
"3269","BIRCH FAMILY SERVICES, MILL BASIN EARLY CHILDHOOD CENTER"
"3270","BIRTHING CENTER OF NY"
"3271","BIRTHING MEDICAL GROUP"
"3272","BISHER AKIL MD A MEDICAL CORP"
"3273","BISHOP FRANCIS MUGAVERO"
"3274","BISHOP HENRY B HUCLES ENH ADC"
"3275","BISHOP HENRY B HUCLES EPISCOPAL NURSING HOME"
"3276","BISHOP LEON SULTON MULTICULTURAL CHRISTIAN ACADEMY"
"3277","BISMILLAH 1 CORPORATION"
"3278","BISYATA DISHMAYA MANAGEMENT SERVICES INC"
"3279","BISYATA DISHMAYA MANAGEMENT SERVICES INC."
"3280","BIZY PT P C"
"3281","BK MEDICAL, P.C"
"3282","BK MIDWIFERY"
"3283","BK OCCUPATIONAL THERAPY SERVICES PC"
"3284","BK PHARMACY INC"
"3285","BK PSYCHOTHERAPY LCSW SERVICES, PC"
"3286","BKLYN CHIRO & SPORTS THERAPY,PC"
"3287","BKLYN INTEGRATED THERAPY SOLUTIONS INC."
"3288","BL HEALTHY LIFE ACUPUNCTURE P.C."
"3289","BLACK DIAMOND DENTAL LLP"
"3290","BLACK ICE PRODUCTION"
"3291","BLACK SEA TRANSPORTATION, INC"
"3292","BLACKHAWK HOLDINGS OPERATIONS NT-HCI LLC"
"3293","BLAIR J. GUIDERA, PC"
"3294","BLAIR S. LEWIS, M.D.,P.C."
"3295","BLAISE GUZZARDO DDS PC"
"3296","BLAKES INCOME TAX SERVICES"
"3297","BLANTON PEALE COMMUNITY COUNSELING CENTERS"
"3298","BLAUVELT QUALITY CARE PHYSICAL THERAPY PC"
"3299","BLC PSYCHOLOGY TRIBECA PLLC"
"3300","BLENDED CASE MANAGEMENT (ICL)"
"3301","BLESSED HANDS REHAB PT PC"
"3302","BLEU HEALTH SPORTS CHIROPRACTIC P C"
"3303","BLINK TWICE, INC."
"3304","BLISS CHRIOPRATIC PC"
"3305","BLISS DENTAL ARTS, PLLC"
"3306","BLISS PHARMACY INC."
"3307","BLISS SPECIALTY PHARMACY INC"
"3308","BLISS-POSTON THE SECOND WIND, INC."
"3309","BLITMAN SPEECH PATHOLOGY SERVICES, P.C."
"3310","BLOCK INSTITUTE"
"3311","BLOOM NEW YORK"
"3312","BLOOM PSYCHOTHERAPY NYC LCSW PC"
"3313","BLOOM SERVICES LLC"
"3314","BLOOM THERAPY"
"3315","BLOOM TRANS SERVICES LLC"
"3316","BLOOMING HEALTH ACUPUNCTURE P.C"
"3317","BLP TRANSPORTATION OF NY CORP."
"3318","BLUE CLOUD, INC."
"3319","BLUE EAGLE TRANSPORTATION SERVICE"
"3320","BLUE GREEN HORIZONS OFFICE BASED SURGERY PLLC"
"3321","BLUE LINE AGENCY LLC"
"3322","BLUE LINE HOME CARE CPAP LLC"
"3323","BLUE MEDICAL SERVICES, P.C."
"3324","BLUE MEDICAL SUPPLY"
"3325","BLUE RICH ACUPUNCTURE PC"
"3326","BLUE SKY ACUPUNCTURE P.C."
"3327","BLUE SKY DENTAL CENTER LLP"
"3328","BLUE STONE PODIATRY PLLC"
"3329","BLUEBIRD F.I. LLC"
"3330","BLUEMOON HEALTH MANAGEMENT"
"3331","BLUESMAN PHARMACY INC"
"3332","BLUESTAR DENTAL CARE"
"3333","BMA ACUPUNCTURE"
"3334","BMIC FACULTY PRACTICE"
"3335","BNM GROUP INC"
"3336","BNY DENTAL P.C."
"3337","BNYLAB.COM, INC"
"3338","BOAN DRUGS INC"
"3339","BOARD CERTIFIED INTERNISTS OF STATEN ISLAND PLLC"
"3340","BOARD OF EDUCATION"
"3341","BOARD OF EDUCATION(OFFICE OF SCHOOL HEALTH)"
"3342","BOARDWALK RX CORP"
"3343","BOBBY BUKA, M.D., P.C."
"3344","BOBBY Y. WANG DDS, PC"
"3345","BOBBYROCK INC."
"3346","BOBO PHARMACY INC"
"3347","BODHI MEDICAL CARE, LLC"
"3348","BODHIMOTION LLC"
